1,37
0,1
0,2
0,7
1,3
1,3
0,1
0,3
0,3
0,3
0,3
1,1
0,1
0,1
0,1
0,1
0,2
1,6
0,1
0,1
1,8
0,1
0,1
0,1
0,2
1,37
0,1
0,2
0,7
1,3
1,3
0,1
0,3
0,3
0,3
0,3
1,1
0,1
0,1
0,1
0,1
0,2
1,6
0,1
0,1
1,8
0,1
0,1
0,1
0,2
0,1
0,1
0,1
0,1
0,1
1,6
0,2
0,2
0,2
0,2
0,9
0,1
0,4
0,1
0,3
0,2
0,2
0,6
0,1
0,2
0,3
0,2
1,4
1,2
0,2
0,1
0,2
0,1
0,1
0,2
0,3
0,3
1,4
0,3
0,3
0,3
0,3
0,1
0,1
1,2
1,1
0,8
0,1
0,4
0,1
0,1
0,1
1,1
0,1
0,1
0,2
0,2
0,8
0,2
0,1
0,1
0,3
1,2
0,1
0,5
0,2
0,1
0,2
1,4
0,1
0,3
0,1
0,2
0,1
0,2
0,1
0,3
0,4
0,2
0,4
0,1
0,1
0,1
0,2
0,2
0,1
0,1
0,2
0,2
0,1
0,10
0,3
0,1
0,1
0,3
0,3
0,1
0,1
0,2
0,2
0,2
0,3
0,3
0,1
0,1
0,1
1,4
0,2
0,1
0,2
0,1
0,1
0,1
1,1
0,4
1,362
0,14
0,7
0,9
0,3
0,22
0,17
0,5
1,74
0,3
0,2
1,107
0,25
0,32
0,11
0,13
0,1
0,1
0,20
0,18
1,46
0,19
0,7
0,9
0,1
0,3
0,7
0,11
0,2
0,3
0,14
0,19
1,9
1,12
0,4
0,1
0,3
0,8
0,1
0,5
0,21
0,6
1,7
0,1
1,16
0,17
1,18
0,3
0,19
0,8
0,15
0,4
0,20
0,6
0,3
0,12
0,9
0,16
0,4
0,4
0,3
1,7
0,2
0,2
0,3
0,19
0,6
0,11
0,7
0,2
0,18
0,1
0,3
0,13
0,3
0,4
1,23
0,18
0,29
1,8
0,1
0,3
0,21
0,41
0,4
0,5
0,3
0,14
0,3
0,2
0,3
0,8
0,2
0,1
0,2
1,9
0,23
1,1
0,14
0,43
0,12
0,1
0,1
0,14
0,2
0,4
0,3
0,8
0,2
0,13
1,13
0,16
0,6
1,9
0,4
0,14
0,6
0,31
0,5
1,20
0,13
0,16
0,14
0,5
0,3
0,22
0,2
0,11
0,2
0,12
0,1
0,7
0,3
1,39
0,9
0,18
0,8
0,2
0,4
0,3
1,11
0,26
0,2
0,12
0,12
0,4
0,11
0,6
0,1
0,5
0,1
0,10
0,22
1,10
0,3
0,13
0,6
0,5
0,17
0,8
0,2
1,2
0,1
0,1
0,7
0,5
0,1
0,4
0,22
0,1
0,4
0,18
0,11
0,4
0,10
0,8
0,8
0,12
0,3
0,4
0,11
1,18
0,2
0,1
0,1
0,1
0,1
0,2
1,2
1,1
0,1
0,1
0,2
1,1
1,1
0,1
0,1
0,1
